Percent Return;Team Size;Leader Gender;Aggregate Sales Experience
90;7;Male;9
90;9;Female;14
90;7;Male;10
90;10;Female;12
90;11;Male;7
90;7;Male;14
90;9;Female;12
90;8;Female;12
90;10;Female;9
90;11;Female;7
90;10;Male;12
91;8;Male;7
91;10;Male;11
91;11;Male;14
91;6;Male;15
91;10;Male;7
91;7;Male;7
91;6;Male;11
91;6;Male;11
91;9;Male;8
91;7;Male;5
91;6;Female;8
91;7;Female;8
91;9;Male;15
91;11;Female;10
91;10;Male;5
91;9;Female;15
91;7;Male;7
91;11;Male;6
91;10;Male;6
91;7;Male;6
91;8;Male;8
91;7;Male;14
91;10;Female;14
91;6;Male;6
91;8;Male;11
91;7;Male;5
91;8;Female;11
91;9;Male;13
91;7;Male;12
91;8;Female;13
91;9;Male;10
91;8;Female;15
91;6;Female;10
91;7;Female;8
91;10;Female;11
91;9;Male;9
91;6;Female;13
91;8;Female;5
91;11;Male;10
91;6;Female;9
91;11;Female;5
91;9;Male;11
91;7;Male;15
91;11;Male;5
91;10;Male;9
91;8;Male;9
91;7;Male;9
91;9;Female;10
91;7;Male;7
91;9;Male;15
91;6;Male;14
91;7;Male;6
91;10;Male;12
91;7;Male;11
91;7;Male;10
91;6;Female;13
91;7;Male;14
92;10;Female;13
92;9;Female;12
92;7;Male;12
92;7;Female;9
92;6;Male;8
92;7;Male;5
92;6;Female;9
92;11;Female;13
92;11;Female;7
92;9;Male;14
92;6;Male;15
92;11;Male;9
92;7;Male;11
92;10;Female;15
92;6;Female;12
92;7;Female;10
92;10;Male;9
92;6;Male;14
92;8;Male;14
92;9;Female;11
92;9;Male;8
92;11;Male;12
92;11;Male;7
92;7;Male;10
92;9;Female;6
92;9;Male;9
92;7;Male;5
92;9;Male;9
92;7;Female;5
92;7;Female;10
92;10;Male;6
92;7;Female;7
92;9;Male;5
92;6;Female;14
92;9;Male;6
92;7;Female;6
92;7;Male;14
92;8;Male;11
92;9;Male;5
92;6;Male;5
92;8;Male;15
92;9;Male;11
92;11;Female;12
92;8;Male;15
92;10;Female;9
92;6;Male;7
92;8;Male;5
92;11;Male;5
92;8;Female;6
92;6;Male;15
92;9;Male;7
92;10;Male;14
92;7;Female;11
92;10;Female;14
92;7;Male;5
92;9;Female;5
92;10;Male;11
92;7;Male;12
92;8;Male;13
92;6;Female;9
92;7;Male;5
93;11;Male;8
93;6;Female;12
93;8;Female;9
93;11;Female;15
93;9;Female;14
93;11;Male;15
93;8;Male;5
93;8;Male;6
93;7;Female;15
93;7;Female;12
93;10;Male;11
93;7;Male;15
93;10;Male;13
93;6;Female;14
93;8;Female;10
93;10;Female;5
93;9;Female;5
93;11;Female;14
93;11;Female;9
93;8;Female;11
93;8;Female;8
93;6;Female;7
93;6;Female;15
93;8;Female;12
93;9;Female;12
93;8;Female;13
93;11;Female;5
93;7;Female;9
93;11;Female;6
93;11;Female;15
93;8;Female;15
93;11;Female;13
93;9;Female;12
93;7;Female;14
93;10;Female;11
93;9;Female;11
93;11;Female;14
93;11;Female;14
93;8;Female;15
93;8;Female;12
93;9;Female;9
93;8;Female;9
93;9;Female;8
93;11;Female;12
93;8;Female;13
93;7;Female;15
93;6;Female;9
93;9;Female;15
93;6;Female;10
93;10;Female;15
93;11;Female;9
93;7;Female;5
93;9;Female;11
93;11;Female;10
93;9;Female;14
93;6;Female;14
93;11;Female;11
94;7;Female;9
94;11;Female;6
94;9;Female;14
94;7;Female;12
94;9;Female;15
94;10;Female;8
94;8;Female;15
94;8;Female;10
94;8;Female;11
94;9;Female;5
94;11;Female;15
94;10;Female;11
94;8;Female;7
94;10;Female;13
94;10;Female;15
94;7;Female;6
94;10;Female;9
94;6;Female;7
94;6;Female;14
94;6;Female;13
94;10;Female;13
94;7;Female;7
94;8;Female;9
94;10;Female;6
94;9;Female;5
94;6;Female;9
94;11;Female;5
94;10;Female;6
94;6;Female;6
94;6;Female;15
94;7;Female;10
94;10;Female;11
94;8;Female;15
94;7;Female;9
94;7;Female;5
94;6;Female;13
94;8;Female;13
94;9;Female;12
94;9;Female;5
94;8;Female;12
94;11;Female;7
94;6;Male;13
94;9;Female;10
94;11;Female;11
94;11;Female;5
94;10;Female;14
94;6;Female;12
94;8;Female;8
94;9;Female;6
94;6;Female;6
94;11;Female;6
94;11;Female;11
94;10;Female;7
94;7;Female;14
94;6;Female;5
94;8;Female;11
94;11;Female;12
94;9;Female;5
94;11;Female;7
94;8;Female;8
94;11;Female;13
94;11;Female;9
94;9;Female;9
94;11;Female;14
94;7;Female;8
94;8;Female;7
94;9;Female;15
94;7;Female;13
94;7;Female;7
94;6;Female;10
94;6;Female;8
94;11;Female;8
94;11;Female;7
94;9;Female;8
94;9;Female;11
94;6;Female;9
94;11;Female;14
94;11;Female;13
95;10;Female;6
95;6;Female;15
95;8;Female;13
95;6;Female;14
95;9;Female;9
95;10;Female;13
95;8;Female;14
95;8;Female;10
95;11;Female;6
95;11;Female;14
95;11;Female;5
95;9;Female;10
95;11;Female;8
95;7;Female;7
95;7;Female;12
95;10;Female;13
95;8;Male;5
95;8;Female;12
95;6;Female;8
95;6;Female;15
95;10;Female;10
95;11;Female;9
95;7;Female;7
95;7;Female;13
95;10;Female;11
95;9;Female;7
95;11;Female;7
95;10;Female;14
95;8;Female;10
95;11;Female;11
95;10;Female;13
95;10;Female;5
95;9;Female;11
95;7;Female;8
95;11;Female;12
95;7;Female;7
95;7;Female;14
95;6;Female;11
95;7;Female;5
95;7;Female;14
95;7;Female;11
95;7;Female;13
95;6;Female;7
95;9;Male;5
95;11;Female;14
95;9;Female;5
95;10;Female;13
95;11;Female;13
95;7;Female;8
95;7;Female;12
95;10;Female;5
95;10;Female;12
95;10;Female;13
95;7;Female;12
95;7;Female;7
95;10;Female;6
95;8;Female;13
95;11;Female;13
96;7;Female;13
96;8;Female;10
96;10;Female;8
96;11;Female;10
96;10;Female;15
96;6;Female;15
96;7;Female;15
96;8;Female;12
96;9;Female;7
96;8;Female;14
96;8;Female;5
96;8;Female;14
96;10;Male;15
96;10;Female;8
96;9;Female;6
96;6;Female;12
96;11;Female;11
96;11;Female;9
96;10;Female;10
96;10;Female;10
96;9;Female;7
96;7;Female;7
96;10;Female;6
96;10;Female;9
96;7;Female;14
96;10;Female;12
96;7;Female;5
96;7;Female;5
96;8;Female;14
96;9;Female;14
96;9;Female;6
96;11;Female;11
96;8;Female;5
96;8;Female;7
96;10;Female;5
96;8;Female;7
96;10;Female;15
96;8;Female;15
96;11;Female;15
96;7;Female;15
96;11;Female;13
96;8;Female;15
96;10;Female;12
96;8;Female;10
96;6;Female;11
96;11;Female;13
96;6;Female;9
96;11;Female;7
96;10;Female;8
96;9;Female;9
96;7;Female;13
96;10;Female;14
96;9;Female;10
96;11;Female;5
96;9;Female;12
96;8;Female;15
96;9;Female;7
96;7;Female;13
96;6;Female;7
96;6;Female;5
96;9;Female;5
96;6;Female;5
96;10;Female;5
96;10;Female;11
96;7;Female;9
96;10;Male;14
96;8;Female;7
96;8;Female;12
96;11;Female;11
96;8;Female;14
96;11;Female;6
96;8;Female;14
96;8;Female;8
96;10;Female;10
96;6;Female;13
96;11;Female;15
96;6;Female;13
96;8;Female;11
97;7;Female;8
97;8;Female;6
97;10;Female;7
97;7;Female;9
97;6;Female;5
97;7;Female;9
97;8;Female;13
97;8;Female;9
97;8;Female;11
97;9;Female;8
97;10;Female;10
97;8;Female;10
97;8;Female;14
97;9;Female;8
97;8;Female;13
97;10;Female;10
97;7;Female;8
97;7;Female;7
97;10;Female;7
97;10;Female;7
97;7;Female;10
97;6;Female;11
97;10;Female;6
97;6;Female;9
97;11;Female;12
97;8;Female;13
97;6;Female;13
97;9;Female;11
97;7;Female;11
97;8;Female;15
97;11;Female;8
97;11;Female;15
97;10;Female;13
97;9;Female;8
97;8;Female;8
97;8;Female;7
97;8;Female;13
97;10;Female;10
97;10;Female;7
97;11;Male;7
97;7;Female;10
97;8;Female;10
97;10;Female;11
97;8;Female;11
97;11;Female;5
97;6;Female;10
97;7;Female;7
97;6;Female;10
97;10;Female;6
97;9;Female;12
97;8;Female;5
97;9;Female;9
97;8;Female;12
97;10;Female;7
97;8;Female;8
97;11;Female;12
97;9;Female;14
97;8;Female;15
97;7;Female;11
97;6;Female;9
98;8;Female;13
98;8;Female;9
98;8;Female;12
98;7;Female;8
98;9;Female;8
98;6;Female;5
98;10;Female;6
98;8;Female;14
98;10;Female;14
98;7;Female;9
98;7;Female;14
98;8;Female;13
98;10;Female;5
98;9;Female;8
98;7;Female;6
98;9;Female;11
98;9;Female;12
98;7;Female;13
98;11;Female;11
98;10;Female;11
98;6;Female;7
98;9;Female;12
98;9;Female;9
98;8;Female;12
98;7;Female;7
98;9;Female;9
98;7;Female;11
98;7;Female;6
98;10;Female;13
98;9;Female;10
98;10;Female;7
98;9;Female;8
98;11;Female;6
98;11;Female;12
98;10;Female;9
98;8;Female;10
98;9;Female;11
98;6;Female;15
98;10;Female;12
98;11;Female;6
98;10;Female;10
98;8;Female;13
98;10;Female;5
98;8;Female;15
98;8;Female;14
98;8;Female;6
98;10;Female;10
98;11;Female;11
98;9;Female;6
98;11;Female;9
98;11;Female;15
98;6;Female;8
98;7;Female;14
98;7;Female;7
99;8;Female;6
99;8;Female;8
99;10;Female;15
99;8;Male;5
99;9;Female;10
99;6;Female;6
99;10;Female;9
99;7;Female;15
99;7;Female;5
99;6;Female;11
99;8;Female;13
99;8;Female;8
99;11;Female;8
99;8;Female;6
99;9;Female;7
99;9;Female;7
99;9;Female;5
99;9;Female;11
99;6;Female;14
99;11;Female;14
99;11;Female;8
99;10;Female;10
99;11;Female;11
99;11;Female;5
99;9;Female;12
99;11;Female;10
99;9;Female;6
99;11;Female;8
99;7;Female;6
99;6;Female;5
99;8;Female;7
99;9;Female;14
99;10;Female;10
99;10;Female;9
99;9;Female;7
99;9;Female;8
99;8;Female;8
99;6;Female;11
99;6;Female;11
99;9;Female;11
99;9;Female;15
99;6;Female;9
99;7;Female;9
99;7;Female;15
99;9;Female;14
99;11;Female;13
99;9;Female;11
99;6;Female;9
99;7;Female;7
99;9;Female;10
99;6;Female;8
99;8;Female;8
99;7;Female;14
99;9;Female;8
99;11;Female;14
99;11;Female;8
100;6;Male;6
100;9;Female;7
100;8;Female;15
100;6;Female;7
100;11;Female;11
100;11;Female;5
100;11;Female;6
100;8;Female;13
100;8;Female;14
100;8;Female;7
100;11;Female;14
100;6;Female;15
100;10;Female;15
100;6;Female;7
100;9;Female;6
100;8;Female;13
100;9;Female;9
100;10;Female;5
100;6;Female;10
100;10;Female;11
100;7;Female;10
100;10;Female;11
100;9;Female;14
100;9;Female;14
100;11;Female;6
100;9;Female;13
100;11;Female;10
100;8;Female;11
100;8;Female;11
100;9;Female;13
100;11;Female;7
100;7;Female;9
100;11;Female;11
100;7;Female;5
100;11;Female;14
100;8;Female;13
100;6;Female;10
100;7;Female;13
100;6;Female;12
100;7;Female;15
100;8;Female;7
100;9;Female;12
100;10;Female;13
100;7;Female;15
100;8;Female;9
100;8;Female;15
100;9;Female;7
100;6;Female;10
100;7;Female;12
100;10;Female;9
100;11;Female;8
100;9;Female;6
100;10;Male;9
100;7;Male;13
100;7;Male;7
