empid|flightrisk|currentsalary|joblevel|yearseducation|travelamt|gender
25220|low|56116|4|12|60|Male
25221|low|47338|5|13|20|Male
25222|low|54147|5|12|90|Female
25223|low|51536|6|14|0|Female
25224|low|53028|4|13|70|Male
25225|low|47432|6|12|50|Male
25226|low|57009|6|13|40|Female
25227|low|52311|3|14|50|Male
25228|low|58933|3|12|10|Male
25229|low|53921|5|13|50|Female
25230|low|59661|4|13|90|Female
25231|low|47676|3|13|0|Female
25232|low|58578|5|13|10|Female
25233|low|57582|3|13|70|Female
25234|low|56163|5|12|80|Female
25235|low|51411|6|14|90|Female
25236|low|50530|3|14|80|Female
25237|low|59354|5|12|90|Male
25238|low|57090|6|12|10|Female
25239|low|56375|3|12|0|Female
25240|low|52830|5|13|80|Female
25241|low|51608|3|14|40|Male
25242|low|59480|6|14|90|Male
25243|low|54927|6|13|10|Male
25244|low|55991|6|13|30|Male
25245|low|54917|3|12|10|Male
25246|low|45184|5|12|10|Female
25247|low|51261|4|13|60|Female
25248|low|47190|4|14|40|Female
25249|low|56766|5|14|30|Male
25250|low|50660|5|14|100|Male
25251|low|56008|6|14|20|Male
25252|low|59104|4|12|70|Female
25253|low|51039|5|13|70|Male
25254|low|53389|3|12|20|Male
25255|low|49883|4|14|80|Female
25256|high|72213|7|17|0|Female
25257|high|87867|7|16|40|Male
25258|high|67056|5|16|0|Female
25259|high|88974|7|18|90|Male
25260|high|72183|5|19|70|Female
25261|high|64172|5|20|0|Female
25262|high|83841|7|20|40|Female
25263|high|82682|6|17|30|Female
25264|high|83870|5|20|50|Female
25265|high|65728|6|19|10|Female
25266|high|66816|7|17|40|Male
25267|high|67102|5|19|0|Female
25268|high|77863|5|18|100|Female
25269|high|87344|5|16|20|Female
25270|high|70979|7|17|60|Male
25271|high|60145|5|19|20|Female
25272|high|69239|7|18|50|Male
25273|high|69611|7|17|80|Male
25274|high|74014|7|18|60|Female
25275|high|73514|7|18|30|Female
25276|high|89980|6|20|50|Male
25277|high|76597|7|16|40|Female
25278|high|88357|7|16|50|Female
25279|high|63978|5|20|90|Male
25280|high|80305|7|16|70|Female
25281|high|63840|6|20|50|Female
25282|high|68225|7|16|60|Female
25283|high|60612|6|19|60|Male
25284|high|82578|7|16|20|Female
25285|high|63972|5|20|80|Female
25286|high|85387|6|19|40|Female
25287|high|80013|6|18|90|Female
25288|high|60454|6|19|70|Male
25289|high|83933|7|18|50|Female
25290|high|85202|5|19|80|Female
25291|high|72039|5|17|10|Female
25292|high|87254|7|19|10|Male
25293|high|85384|7|18|50|Male
25294|high|78905|6|19|40|Male
25295|high|75182|5|20|90|Female
25296|high|60442|5|18|70|Male
25297|high|87950|5|17|10|Female
25298|high|72425|5|17|90|Male
25299|high|80575|6|17|90|Female
25300|high|74383|5|20|40|Male
25301|high|66735|5|16|40|Female
25302|high|71939|6|19|20|Female
25303|high|67184|7|18|40|Female
25304|high|66384|7|20|30|Female
25305|high|67818|6|17|70|Female
25306|medium|68181|2|14|40|Female
25307|medium|68566|2|16|70|Female
25308|medium|68847|1|16|80|Female
25309|medium|66641|4|15|100|Female
25310|medium|59441|4|16|60|Female
25311|medium|59758|1|14|20|Female
25312|medium|59643|1|16|30|Female
25313|medium|56953|1|15|20|Female
25314|medium|64405|4|16|0|Female
25315|medium|57658|2|14|80|Female
25316|medium|59435|4|14|100|Female
25317|medium|60038|4|16|50|Female
25318|medium|68798|4|15|50|Female
25319|medium|64203|1|14|20|Female
25320|medium|55645|3|14|80|Female
25321|medium|57601|4|15|30|Female
25322|medium|63041|4|16|50|Female
25323|medium|61359|4|15|70|Female
25324|medium|64680|2|15|60|Female
25325|medium|60617|2|14|70|Female
25326|medium|65333|2|15|10|Female
25327|medium|64491|4|14|100|Female
25328|medium|57872|2|14|90|Female
25329|medium|56560|3|15|80|Female
25330|medium|58372|3|15|70|Female
25331|medium|69511|4|15|10|Female
25332|medium|63055|2|16|20|Female
25333|medium|67689|4|15|70|Female
25334|medium|69347|4|14|80|Female
25335|medium|59597|4|15|90|Female
25336|medium|65885|1|15|60|Female
25337|medium|56535|1|15|20|Female
25338|medium|69480|4|16|0|Female
25339|medium|60924|4|15|0|Female
25340|medium|62250|3|14|90|Female
25341|medium|55849|4|14|0|Female
25342|medium|55627|2|16|80|Female
25343|medium|55511|3|16|60|Female
25344|medium|60086|1|16|100|Female
25345|medium|59344|3|15|30|Female
25346|medium|65135|4|14|0|Female
25347|medium|69256|4|15|70|Female
25348|medium|65254|2|16|20|Female
25349|medium|65963|4|16|10|Female
25350|medium|63354|3|15|90|Female
25351|medium|55238|2|16|80|Female
25352|medium|63972|2|14|80|Female
25353|medium|65844|3|14|20|Female
25354|medium|69928|2|15|60|Female
25355|medium|60995|1|15|80|Female
25356|low|45413|5|13|80|Female
25357|low|49134|3|14|80|Male
25358|low|52054|5|12|20|Male
25359|low|50308|5|13|10|Male
25360|low|56591|5|12|70|Male
25361|low|46509|3|12|50|Female
25362|low|59723|6|12|60|Female
25363|low|49155|3|13|20|Male
25364|low|45327|4|14|70|Male
25365|low|53653|6|13|90|Female
25366|low|55549|4|13|80|Male
25367|low|86144|6|14|20|Male
25368|low|88140|3|12|90|Female
25369|low|53576|3|14|10|Female
25370|low|46627|4|12|30|Female
25371|low|46936|4|14|30|Male
25372|low|59007|4|14|30|Male
25373|low|52651|6|12|60|Female
25374|low|54268|6|13|30|Male
25375|low|46170|4|12|40|Female
25376|low|59684|4|13|30|Male
25377|low|58966|3|13|60|Female
25378|low|51731|5|14|100|Male
25379|low|77782|3|14|40|Male
25380|low|88881|5|14|60|Female
25381|low|70834|6|13|60|Male
25382|low|77845|6|14|0|Male
25383|low|54196|5|12|30|Male
25384|low|57413|3|14|70|Female
25385|high|48098|3|13|10|Female
25386|high|46191|4|12|40|Female
25387|high|49433|5|14|60|Male
25388|low|50557|3|14|60|Female
25389|low|45097|5|12|10|Male
25390|low|48272|5|13|90|Female
25391|low|55696|3|12|70|Female
25392|low|47326|3|13|0|Female
25393|low|54556|3|12|90|Male
25394|low|45440|6|14|60|Male
25395|low|58839|6|12|70|Male
25396|low|59410|3|12|40|Male
25397|low|51042|5|14|60|Female
25398|low|53905|4|13|80|Female
25399|low|45981|6|14|50|Male
25400|low|53219|5|12|30|Female
25401|low|54894|5|12|20|Female
25402|low|54845|3|12|30|Male
25403|low|46746|6|12|90|Male
25404|low|54107|6|14|60|Male
25405|low|51216|6|14|70|Male
25406|high|81910|6|16|30|Male
25407|high|70978|5|16|10|Female
25408|high|64081|5|20|70|Female
25409|high|88793|7|17|20|Female
25410|high|62997|6|18|90|Female
25411|high|63926|5|16|30|Female
25412|high|89616|7|16|80|Male
25413|high|71842|5|20|80|Female
25414|high|85327|5|17|0|Male
25415|high|67954|7|18|50|Male
25416|high|79157|6|17|80|Male
25417|high|76750|7|19|40|Female
25418|high|81547|6|17|80|Female
25419|high|83457|7|19|20|Female
25420|high|76760|7|16|80|Female
25421|high|88241|7|18|50|Male
25422|high|87243|7|20|30|Female
25423|high|74280|5|18|70|Female
25424|high|79905|7|20|10|Female
25425|high|80387|7|17|70|Male
25426|high|88516|5|19|40|Female
25427|high|60264|6|19|80|Female
25428|high|64835|5|17|60|Female
25429|high|68508|5|16|80|Male
25430|high|89948|5|16|50|Female
25431|high|89109|7|18|40|Male
25432|high|69579|5|18|30|Female
25433|high|84947|6|16|30|Male
25434|high|62309|7|18|90|Male
25435|high|84121|5|16|80|Female
25436|high|61809|5|19|30|Female
25437|high|78233|7|17|80|Male
25438|high|88782|6|18|70|Male
25439|high|63092|5|18|80|Female
25440|high|81324|7|16|70|Male
25441|high|75804|7|18|30|Female
25442|high|72915|6|18|50|Female
25443|high|72845|5|19|30|Female
25444|high|75679|6|18|50|Male
25445|high|81575|6|20|40|Female
25446|high|89656|6|19|20|Female
25447|high|74996|7|18|40|Female
25448|high|64200|7|16|40|Female
25449|high|83623|7|17|30|Male
25450|high|65594|6|20|40|Female
25451|high|84591|6|17|30|Female
25452|high|86769|5|16|10|Female
25453|high|87314|5|20|70|Female
25454|high|64315|7|19|60|Female
25455|high|72434|6|17|30|Male
25456|medium|61893|1|14|10|Female
25457|medium|55492|2|16|40|Female
25458|medium|63591|4|15|100|Female
25459|medium|58500|4|15|60|Female
25460|medium|61628|4|15|20|Female
25461|medium|64096|3|16|70|Female
25462|medium|64424|2|14|30|Female
25463|medium|55939|4|16|60|Female
25464|medium|67628|3|16|10|Female
25465|medium|58181|1|15|60|Female
25466|medium|68219|2|14|10|Female
25467|medium|66846|4|14|40|Female
25468|medium|60394|2|14|50|Female
25469|medium|65585|3|15|40|Female
25470|medium|67095|1|16|70|Female
25471|medium|60867|4|16|30|Female
25472|medium|63155|1|14|30|Female
25473|medium|66480|3|16|70|Female
25474|medium|66709|3|15|20|Female
25475|medium|59089|4|16|10|Female
25476|medium|65383|3|15|70|Female
25477|medium|59118|1|16|70|Female
25478|medium|68404|3|14|30|Female
25479|medium|64639|4|15|20|Female
25480|medium|63254|3|14|50|Female
25481|medium|69594|4|15|80|Female
25482|medium|56520|2|15|30|Female
25483|medium|69402|1|15|20|Female
25484|medium|65764|3|14|80|Female
25485|medium|68260|1|15|70|Female
25486|medium|58915|2|15|30|Female
25487|medium|61257|3|15|70|Female
25488|medium|63398|2|16|90|Female
25489|medium|57046|3|15|30|Female
25490|medium|63315|2|15|50|Female
25491|medium|59748|4|14|70|Female
25492|medium|64808|4|16|40|Female
25493|medium|64149|1|14|90|Female
25494|medium|67706|1|16|50|Female
25495|medium|67429|2|15|40|Female
25496|medium|69867|4|16|60|Female
25497|medium|69469|3|16|30|Female
25498|medium|55848|3|14|60|Female
25499|medium|63294|3|16|10|Female
25500|medium|64700|4|16|20|Female
25501|medium|56509|3|14|40|Female
25502|medium|61313|2|14|20|Female
25503|medium|58997|4|14|40|Female
25504|medium|55637|4|14|70|Female
25505|medium|61669|4|16|20|Female
25506|low|53943|4|14|30|Male
25507|low|45634|4|13|30|Female
25508|low|56266|4|12|30|Male
25509|low|56234|5|13|80|Male
25510|low|52059|4|13|80|Male
25511|low|53468|4|14|30|Male
25512|low|52010|6|13|10|Female
25513|low|46385|5|14|20|Male
25514|low|46715|5|14|30|Female
25515|low|57335|6|13|80|Female
25516|low|46630|3|13|80|Female
25517|low|52203|5|12|20|Female
25518|low|52163|3|14|80|Female
25519|low|50516|3|13|0|Female
25520|low|56720|4|13|0|Male
25521|low|53850|5|13|50|Male
25522|low|56616|3|13|90|Female
25523|low|55605|5|12|90|Female
25524|low|51580|5|12|90|Male
25525|low|50125|3|14|90|Female
25526|low|53050|5|12|60|Male
25527|low|56890|4|13|50|Female
25528|low|45236|5|14|70|Male
25529|low|53241|5|13|90|Male
25530|low|50279|3|13|40|Female
25531|low|51603|3|14|20|Male
25532|low|53751|4|14|50|Female
25533|low|52883|5|12|100|Female
25534|low|56843|4|14|60|Female
25535|low|54803|5|14|10|Female
25536|low|55743|5|14|20|Female
25537|low|51418|5|13|80|Female
25538|low|52024|6|13|80|Male
25539|low|49893|4|13|80|Female
25540|low|56949|5|12|100|Female
25541|low|47241|4|14|30|Female
25542|low|55507|6|13|80|Female
25543|low|48281|3|14|0|Male
25544|low|56826|5|14|60|Male
25545|low|49884|4|12|90|Male
25546|low|52777|3|13|80|Female
25547|low|47785|5|12|20|Male
25548|low|54955|6|12|60|Female
25549|low|54489|5|13|40|Male
25550|low|56648|5|12|40|Female
25551|low|56926|3|13|60|Female
25552|low|51607|3|13|40|Male
25553|low|47082|6|12|70|Male
25554|low|49157|4|13|10|Female
25555|low|57984|4|14|50|Female
25556|high|87035|7|20|40|Female
25557|high|62315|7|17|40|Male
25558|high|64074|5|20|50|Female
25559|high|70072|7|18|10|Female
25560|high|61611|6|18|0|Female
25561|high|65840|6|19|20|Female
25562|high|69580|7|17|90|Female
25563|high|73001|5|20|70|Male
25564|high|70665|7|19|20|Female
25565|high|68653|6|18|70|Female
25566|high|83274|5|20|30|Female
25567|high|86338|5|17|50|Female
25568|high|62258|5|19|70|Male
25569|high|73962|5|20|10|Female
25570|high|87305|5|17|10|Female
25571|high|62850|6|16|60|Female
25572|high|63375|6|18|30|Female
25573|high|77033|5|19|30|Female
25574|high|68344|6|17|0|Female
25575|high|85304|7|18|60|Male
25576|high|86921|7|17|30|Female
25577|high|61938|6|18|90|Male
25578|high|67720|6|18|90|Male
25579|high|84046|5|18|70|Male
25580|high|81833|5|20|60|Male
25581|high|81527|7|16|10|Female
25582|high|80502|5|19|0|Female
25583|high|71437|5|19|40|Female
25584|high|70944|6|18|10|Female
25585|high|77000|5|18|80|Female
25586|low|87861|5|16|10|Female
25587|low|76883|7|19|20|Female
25588|high|69457|5|19|80|Female
25589|high|62639|7|19|10|Female
25590|high|65679|6|18|30|Female
25591|low|70230|7|20|100|Female
25592|low|85360|6|17|30|Female
25593|high|62878|5|20|80|Female
25594|high|67867|5|16|40|Female
25595|high|75145|6|18|10|Female
25596|high|81278|5|19|10|Female
25597|high|88247|7|16|30|Female
25598|high|79420|6|18|50|Female
25599|high|45827|7|20|10|Female
25600|high|44293|7|18|60|Female
25601|high|71042|7|17|70|Female
25602|high|88568|5|19|80|Female
25603|high|66366|5|20|100|Female
25604|high|65075|7|17|50|Female
25605|high|72709|7|20|90|Female
25606|medium|64861|1|16|10|Female
25607|medium|66829|2|14|60|Female
25608|medium|65647|2|16|40|Female
25609|medium|64209|2|15|90|Female
25610|medium|59043|3|16|60|Female
25611|medium|62306|4|15|70|Female
25612|medium|63997|4|14|50|Female
25613|medium|59581|2|14|20|Female
25614|medium|69663|4|16|10|Female
25615|medium|58349|2|15|10|Female
25616|medium|57262|2|15|50|Female
25617|medium|63303|4|16|80|Female
25618|medium|59653|3|16|20|Female
25619|medium|56182|1|15|40|Female
25620|medium|64101|4|16|0|Female
25621|medium|56669|1|16|40|Female
25622|medium|59977|2|16|90|Female
25623|medium|59522|2|16|40|Female
25624|medium|62611|1|14|30|Female
25625|medium|63218|4|15|60|Female
25626|medium|61926|2|15|70|Female
25627|medium|68126|1|16|20|Female
25628|medium|69037|3|16|20|Female
25629|medium|61304|4|14|10|Female
25630|medium|58276|1|14|70|Female
25631|medium|63857|1|16|20|Female
25632|medium|67602|3|15|90|Female
25633|medium|56488|1|14|30|Female
25634|medium|61953|1|16|80|Female
25635|medium|58633|4|16|0|Female
25636|medium|55365|2|14|10|Female
25637|medium|55197|2|16|50|Female
25638|medium|64773|3|15|90|Female
25639|medium|58292|3|14|40|Female
25640|medium|65379|1|16|100|Female
25641|medium|64522|1|15|20|Female
25642|medium|59054|4|16|80|Female
25643|medium|62637|3|16|50|Female
25644|medium|67824|3|14|10|Female
25645|medium|60881|2|15|80|Female
25646|medium|60269|2|15|90|Female
25647|medium|55599|4|14|0|Female
25648|medium|59071|1|16|0|Female
25649|medium|60448|1|14|30|Female
25650|medium|61407|2|14|80|Female
25651|medium|69448|2|16|80|Female
25652|medium|60053|1|16|70|Female
25653|medium|66932|3|14|80|Female
25654|medium|67691|4|14|70|Female
25655|medium|57106|1|14|40|Female
25656|low|51869|6|12|50|Female
25657|low|49584|6|12|50|Female
25658|low|47792|5|12|40|Male
25659|low|51385|5|12|20|Male
25660|low|49945|5|13|70|Male
25661|low|54676|6|14|80|Female
25662|low|49501|6|14|50|Female
25663|low|52377|6|14|60|Male
25664|low|55981|3|14|20|Male
25665|low|55633|5|14|0|Female
25666|low|52040|3|12|20|Male
25667|low|45705|4|14|70|Male
25668|low|52737|3|13|80|Female
25669|low|56098|6|13|10|Female
25670|low|57594|4|12|60|Female
25671|low|59374|5|14|40|Male
25672|low|51917|5|12|70|Male
25673|low|57995|6|13|90|Male
25674|low|56125|4|13|10|Male
25675|low|46341|5|14|30|Male
25676|low|49668|6|12|60|Male
25677|low|56882|5|14|60|Male
25678|low|48808|6|14|80|Female
25679|low|54333|6|14|40|Male
25680|low|45051|5|13|90|Male
25681|low|53910|5|12|50|Female
25682|low|51279|3|14|10|Male
25683|low|57414|4|14|40|Male
25684|low|56482|5|14|70|Male
25685|low|51972|3|14|10|Male
25686|low|59330|3|13|100|Female
25687|low|45114|6|12|40|Male
25688|low|45102|4|13|10|Female
25689|low|55632|4|14|70|Female
25690|low|47126|4|13|100|Female
25691|low|51754|5|14|90|Male
25692|low|75624|3|12|10|Female
25693|low|73830|3|14|80|Male
25694|low|78617|6|13|10|Male
25695|low|56136|5|12|90|Female
25696|low|51648|6|13|70|Male
25697|low|54914|5|12|100|Male
25698|low|49410|4|14|40|Male
25699|low|59183|6|12|70|Female
25700|low|52161|5|13|50|Male
25701|low|56872|3|14|10|Female
25702|low|57689|4|14|30|Female
25703|low|48009|4|14|50|Female
25704|low|47085|5|13|60|Male
25705|low|50198|5|14|30|Female
25706|high|83858|5|19|10|Female
25707|high|64904|7|19|90|Male
25708|high|68625|7|19|40|Male
25709|high|70968|6|20|50|Female
25710|high|62924|5|20|30|Female
25711|high|70773|6|20|80|Female
25712|high|81402|5|20|50|Female
25713|high|64002|7|19|60|Female
25714|high|61674|5|19|50|Female
25715|high|47316|7|19|10|Male
25716|high|71954|5|19|70|Male
25717|high|60925|5|20|30|Female
25718|high|86321|6|20|60|Female
25719|high|79066|5|18|60|Female
25720|high|83115|7|18|90|Male
25721|high|82862|6|18|10|Male
25722|high|69418|6|19|50|Female
25723|high|82869|7|18|0|Female
25724|high|73810|5|20|40|Male
25725|high|86034|7|19|40|Female
25726|high|87942|6|16|30|Female
25727|high|61469|5|17|50|Male
25728|high|73172|6|20|50|Female
25729|high|64544|7|17|80|Female
25730|high|84715|5|16|40|Male
25731|high|76387|6|17|40|Female
25732|high|83476|7|16|70|Female
25733|high|60728|5|17|30|Male
25734|high|32968|5|19|80|Female
25735|high|86954|5|19|60|Male
25736|high|78987|6|20|30|Female
25737|high|81286|5|19|60|Female
25738|high|66950|6|17|30|Male
25739|high|69529|6|19|90|Female
25740|high|85907|7|19|10|Male
25741|high|84995|5|16|80|Male
25742|high|84678|6|16|20|Female
25743|high|62492|5|20|20|Female
25744|high|86254|7|16|60|Female
25745|high|74142|5|17|60|Female
25746|high|73287|7|18|0|Male
25747|high|79454|5|16|40|Female
25748|high|83087|5|17|20|Male
25749|high|64365|6|17|30|Male
25750|high|78472|6|19|100|Female
25751|high|67273|5|18|80|Female
25752|high|71627|6|16|50|Female
25753|high|87438|6|17|60|Male
25754|high|82138|5|16|60|Male
25755|high|67306|5|17|70|Male
25756|medium|65964|2|14|70|Female
25757|medium|61903|1|15|10|Female
25758|medium|59320|1|16|0|Female
25759|medium|69433|1|15|20|Female
25760|medium|60798|2|16|40|Female
25761|medium|57035|4|16|50|Female
25762|medium|69445|4|14|20|Female
25763|medium|60627|4|16|70|Female
25764|medium|68298|1|14|100|Female
25765|medium|57721|1|14|30|Female
25766|medium|65050|3|14|20|Female
25767|medium|61440|3|15|10|Female
25768|medium|67885|4|16|50|Female
25769|medium|64666|3|16|70|Female
25770|medium|65746|1|15|40|Female
25771|medium|60051|3|16|60|Female
25772|medium|60363|3|16|80|Female
25773|medium|66137|3|15|100|Female
25774|medium|67043|4|14|10|Female
25775|medium|62321|2|16|80|Female
25776|medium|58658|1|16|20|Female
25777|medium|67043|1|14|20|Female
25778|medium|63323|3|16|50|Female
25779|medium|58282|1|16|70|Female
25780|medium|68908|3|15|100|Female
25781|medium|65768|4|15|30|Female
25782|medium|63439|4|14|30|Female
25783|medium|55617|2|15|0|Female
25784|medium|58661|3|14|100|Female
25785|medium|57229|2|16|80|Female
25786|medium|68791|2|15|10|Female
25787|medium|56264|1|16|50|Female
25788|medium|63912|3|16|80|Female
25789|medium|57524|1|16|20|Female
25790|medium|68024|4|15|50|Female
25791|medium|68143|3|16|80|Female
25792|medium|64011|4|14|100|Female
25793|medium|61640|2|16|50|Female
25794|medium|69515|4|15|30|Female
25795|medium|62227|2|14|60|Female
25796|medium|67837|4|15|30|Female
25797|medium|56209|1|14|40|Female
25798|medium|68470|4|15|70|Female
25799|medium|64542|1|15|80|Female
25800|medium|68949|3|15|70|Female
25801|medium|55856|4|15|80|Female
25802|medium|60968|1|15|100|Female
25803|medium|56107|2|14|50|Female
25804|medium|59552|4|14|80|Female
25805|medium|57028|3|16|40|Female
25806|low|54112|4|14|90|Male
25807|low|50170|4|13|80|Male
25808|low|47527|6|12|90|Female
25809|low|52506|6|13|70|Female
25810|low|59590|6|12|50|Female
25811|low|50660|4|13|80|Female
25812|low|50603|5|14|70|Male
25813|low|48781|5|12|30|Male
25814|low|53987|3|14|70|Female
25815|low|56765|3|13|60|Female
25816|low|59773|4|14|10|Male
25817|low|48400|5|12|10|Female
25818|low|57285|6|14|80|Female
25819|low|48485|4|13|10|Male
25820|low|50126|5|13|80|Male
25821|low|54529|4|12|40|Male
25822|low|58293|4|12|60|Female
25823|low|59909|4|12|100|Male
25824|low|57170|3|13|80|Female
25825|low|50850|3|14|30|Female
25826|low|51290|5|14|100|Female
25827|low|51398|4|13|50|Female
25828|low|50584|3|13|0|Female
25829|low|52710|3|14|10|Male
25830|low|47050|3|13|70|Male
25831|low|59456|6|12|50|Female
25832|low|58468|5|13|10|Female
25833|low|54347|5|14|40|Female
25834|low|45403|4|12|70|Female
25835|low|49535|6|12|80|Male
25836|low|52917|5|12|100|Male
25837|low|50324|3|13|80|Female
25838|low|53738|6|14|50|Female
25839|low|52846|4|13|70|Male
25840|low|45337|4|12|40|Male
25841|low|55251|6|14|20|Female
25842|low|46805|6|13|10|Female
25843|low|46465|6|14|0|Male
25844|low|47836|6|12|100|Female
25845|low|50816|6|14|40|Female
25846|low|55501|4|12|40|Female
25847|low|57368|5|13|80|Male
25848|low|45620|6|13|40|Female
25849|low|47282|3|13|40|Male
25850|low|48546|4|12|90|Male
25851|low|48853|6|12|10|Male
25852|low|54939|4|13|10|Female
25853|low|59761|3|13|90|Male
25854|low|54621|3|13|70|Female
25855|low|53089|6|13|80|Female
25856|high|63772|7|18|10|Male
25857|high|67192|7|17|50|Female
25858|high|67472|5|18|100|Male
25859|high|66174|5|20|90|Female
25860|high|71387|7|17|0|Female
25861|high|69547|5|19|90|Male
25862|high|70683|7|18|50|Female
25863|high|70726|5|20|90|Male
25864|high|68171|6|16|20|Male
25865|high|89163|5|18|40|Female
25866|high|71698|6|20|20|Female
25867|high|66729|5|17|90|Female
25868|high|89809|6|19|70|Female
25869|high|89266|7|17|10|Female
25870|high|69054|7|20|40|Female
25871|high|63049|5|19|20|Male
25872|high|62686|7|20|10|Female
25873|high|82266|6|16|100|Female
25874|high|68901|6|17|50|Female
25875|high|87931|7|20|80|Female
25876|high|67936|6|18|10|Male
25877|high|68415|5|17|20|Female
25878|high|75894|6|16|80|Female
25879|high|86302|7|16|20|Female
25880|high|67939|5|17|70|Female
25881|high|72448|6|19|60|Female
25882|high|74606|5|20|70|Male
25883|high|67519|6|19|10|Male
25884|high|82304|5|20|40|Male
25885|high|80461|6|19|90|Female
25886|high|71670|7|16|40|Female
25887|high|74954|5|17|80|Female
25888|high|70134|5|18|10|Male
25889|high|62182|7|20|50|Female
25890|high|79823|6|20|20|Male
25891|high|85836|5|18|60|Female
25892|high|76942|5|20|70|Male
25893|high|43365|5|17|40|Female
25894|high|66435|5|19|70|Female
25895|high|84864|5|19|80|Female
25896|high|80561|5|18|60|Female
25897|high|89886|7|17|10|Male
25898|high|65078|5|20|100|Female
25899|high|70328|7|16|0|Female
25900|high|89874|6|19|90|Female
25901|high|76215|6|17|60|Male
25902|high|73279|6|19|90|Female
25903|high|84564|7|16|60|Female
25904|high|66280|5|18|20|Male
25905|high|87668|5|19|60|Female
25906|medium|64493|4|14|80|Female
25907|medium|60540|1|15|30|Female
25908|medium|58413|1|16|10|Female
25909|medium|64963|4|15|50|Female
25910|medium|59003|3|14|20|Female
25911|medium|56929|4|15|60|Female
25912|medium|60332|3|14|90|Female
25913|medium|61869|1|15|20|Female
25914|medium|57880|3|16|0|Female
25915|medium|60902|2|14|40|Female
25916|medium|61872|1|16|30|Female
25917|medium|57047|2|16|10|Female
25918|medium|69253|2|16|20|Female
25919|medium|57550|1|15|80|Female
25920|medium|61523|1|16|0|Female
25921|medium|69791|3|16|90|Female
25922|medium|58118|4|16|10|Female
25923|medium|62201|2|15|30|Female
25924|medium|69391|3|15|30|Female
25925|medium|64232|3|15|10|Female
25926|medium|56069|2|14|50|Female
25927|medium|65188|2|14|90|Female
25928|medium|61275|1|16|10|Female
25929|medium|56352|1|15|20|Female
25930|medium|57205|3|14|20|Female
25931|medium|69858|3|16|100|Female
25932|medium|69614|3|15|70|Female
25933|medium|63825|4|15|80|Female
25934|medium|61657|3|16|90|Female
25935|medium|61449|2|15|90|Female
25936|medium|57464|1|14|10|Female
25937|medium|62997|2|14|20|Female
25938|medium|62693|1|16|20|Female
25939|medium|56816|1|16|100|Female
25940|medium|63450|1|14|30|Female
25941|medium|66106|3|15|70|Female
25942|medium|69471|2|14|40|Female
25943|medium|62368|1|16|70|Female
25944|medium|55676|1|14|70|Female
25945|medium|69141|1|16|20|Female
25946|medium|58587|4|16|50|Female
25947|medium|57844|1|15|60|Female
25948|medium|59284|1|15|70|Female
25949|medium|65296|3|15|30|Female
25950|medium|61128|2|14|50|Female
25951|medium|57247|4|14|90|Female
25952|medium|60055|1|14|30|Female
25953|medium|65019|2|15|50|Female
25954|medium|64212|3|15|20|Female
25955|medium|66941|3|15|10|Female
25956|low|56395|6|13|40|Male
25957|low|51896|4|14|0|Male
25958|low|51998|6|13|60|Male
25959|low|51944|3|13|50|Male
25960|low|55794|6|13|30|Male
25961|low|49913|6|13|20|Female
25962|low|57062|4|14|70|Male
25963|low|50903|4|12|0|Male
25964|low|52321|6|12|90|Male
25965|low|56990|4|13|80|Male
25966|low|49733|3|14|60|Female
25967|low|47168|5|12|60|Male
25968|low|58024|5|13|60|Female
25969|low|47285|3|14|10|Female
25970|low|50401|6|13|20|Male
25971|low|58500|5|13|40|Male
25972|low|56626|6|14|60|Female
25973|low|45354|4|14|90|Female
25974|low|54717|4|14|10|Male
25975|low|51991|4|13|60|Male
25976|low|57651|6|14|20|Male
25977|low|59237|6|12|50|Female
25978|low|48450|5|12|50|Female
25979|low|58308|3|14|50|Male
25980|low|51203|5|13|80|Female
25981|low|45708|4|12|100|Male
25982|low|46655|6|13|0|Female
25983|low|57747|3|14|0|Male
25984|low|48104|5|13|30|Male
25985|low|45426|4|13|40|Female
25986|low|52166|5|14|30|Female
25987|low|57230|5|13|90|Female
25988|low|56219|6|12|50|Female
25989|low|52437|6|12|100|Female
25990|low|55489|4|14|100|Female
25991|low|59795|5|13|40|Male
25992|low|46997|4|14|100|Female
25993|low|59407|5|12|10|Male
25994|low|57033|3|14|0|Female
25995|low|57743|4|13|90|Female
25996|low|54950|5|13|30|Male
25997|low|50602|4|14|90|Male
25998|low|58903|6|12|80|Female
25999|low|53444|6|12|80|Male
26000|low|48384|6|14|90|Female
26001|low|55737|6|12|30|Female
26002|low|54918|3|14|50|Male
26003|low|48614|4|14|20|Male
26004|low|59276|6|14|60|Female
26005|low|53089|5|13|40|Female
26006|high|79783|6|20|40|Male
26007|high|69929|7|16|30|Male
26008|high|72139|5|16|70|Female
26009|high|75073|5|20|50|Female
26010|high|73384|6|20|90|Male
26011|high|62970|7|19|70|Male
26012|high|70133|5|17|70|Male
26013|high|86353|6|18|20|Male
26014|high|89477|5|18|40|Female
26015|high|60891|6|18|50|Female
26016|high|65137|5|19|50|Female
26017|high|80484|5|16|70|Female
26018|high|70915|6|19|10|Female
26019|high|67682|6|19|60|Female
26020|high|67224|5|19|0|Male
26021|high|84337|7|18|40|Male
26022|high|79140|7|19|30|Female
26023|high|66782|7|19|60|Female
26024|high|62363|5|19|80|Female
26025|high|89115|5|20|70|Female
